-0.058099-0.042104
-0.10845-0.0034524
-0.0091849+0.046754
0.096367+0.020896
0.066712-0.0051736
0.012425+0.054299
0.035029+0.09615
0.027863+0.039519
-0.042655+0.0056887
-0.028862+0.067418
0.061259+0.0968
0.033251+0.027519
-0.09624-0.027476
-0.10854-0.011862
-0.006654+0.006317
0.0075339+0.011437
-0.065578+0.033945
-0.051726+0.037843
0.054439+0.0067308
0.11172+0.0023796
0.082535+0.021196
0.024773-0.011763
-0.027606-0.066479
-0.044723-0.051547
-0.0090343-0.00057232
0.023952+0.0048556
0.0077753-0.0064894
-0.0098522-0.0010132
0.0041762-0.030656
-0.0003081-0.075736
-0.034617-0.026247
-0.039248+0.083487
-0.01369+0.082763
-0.01256-0.037039
-0.022018-0.09886
0.00405-0.039707
0.037799+0.013786
0.039834-0.021041
0.042661-0.077374
0.069489-0.074352
0.071056-0.019982
0.01996+0.028562
-0.025619+0.037723
-0.0076893+0.02239
0.044617+0.011845
0.051312+0.0054983
-0.01234-0.010205
-0.072368-0.01947
-0.053635+0.0031339
0.0022514+0.047722
0.0028144+0.075528
-0.036585+0.05394
-0.02767-0.0089255
0.026455-0.046759
0.050637-0.0070661
0.041791+0.045295
0.045905+0.008427
0.049563-0.067412
0.028893-0.044649
0.026719+0.045418
0.063479+0.03738
0.0658-0.069333
-0.012997-0.10149
-0.091313-0.021365
-0.067433+0.012335
0.034242-0.071237
0.095862-0.1399
0.059721-0.082691
-0.0053238+0.02537
-0.010038+0.050907
0.028987-0.0092572
0.038273-0.040707
0.021017+0.019403
0.027464+0.096722
0.031348+0.092441
-0.018753+0.021609
-0.067673-0.026205
-0.032164-0.015706
0.042004+0.016987
0.058268+0.033394
0.036147+0.021856
0.05128-0.0044112
0.084828-0.016676
0.067969-0.012579
0.010523-0.021017
-0.024125-0.030908
-0.026705+0.0054733
-0.045439+0.061878
-0.096857+0.051284
-0.12472-0.016362
-0.076179-0.034113
0.0034842+0.021035
0.023025+0.059801
-0.0093317+0.040852
-0.0015194+0.013508
0.051813+0.0065467
0.055394-0.003224
-0.013368-0.025531
-0.069455-0.04066
-0.071258-0.028639
-0.062521+0.014357
-0.066299+0.060519
-0.060519+0.06789
-0.040563+0.042748
-0.018028+0.03423
0.0075149+0.045701
0.027729+0.025549
0.023108-0.03814
-0.0044508-0.087954
-0.03301-0.073333
-0.03617-0.011133
0.0085883+0.030785
0.074286+0.0097941
0.078052-0.025201
-0.00048502+0.0021084
-0.061578+0.05884
-0.035336+0.044579
0.010524-0.028508
-0.0025081-0.057751
-0.047044-0.036385
-0.064011-0.031763
-0.042988-0.029633
-0.0067932+0.0061566
0.0046501+0.017132
-0.025214-0.029347
-0.035696-0.052449
0.01388-0.024538
0.028536-0.022874
-0.058099-0.042104
-0.10845-0.0034524
-0.0091849+0.046754
0.096367+0.020896
0.066712-0.0051736
0.012425+0.054299
0.035029+0.09615
0.027863+0.039519
-0.042655+0.0056887
-0.028862+0.067418
0.071194+0.049539
-0.010625+0.057254
-0.025222+0.021435
0.049702+0.0077782
0.085199+0.042275
0.039504+0.032944
0.0049789-0.046829
0.018253-0.072642
